GeneName,control,treatment,log2FoldChange,padj
Rffl,543.976371207466,413.062038283335,0.49073999999999995,0.024323
Efhd2,1405.9034286802,782.421561446579,0.92714,8.4049e-8
Dhrs9,40.8779326647512,99.7001472435901,-1.0471,0.0012887
BC016579,9.04159334856124,0.299894984176248,1.5118,0.017012
Ppap2c,529.548460112733,304.82087549686,0.8734799999999999,8.8101e-6
Tnfaip8l3,3.53103552453232,18.782900361748,-1.3536,0.0127
Psma7,1762.87551959775,1419.08725974652,0.41001,0.011288
Tom1l1,574.203600274016,404.530607253594,0.59756,0.0011018
Chrnb2,225.851833210324,42.9463288391769,2.3196,1.427e-15
Klf15,5676.62523321984,3381.95953332613,0.8174,0.0017195000000000001
Per1,2686.86832387635,791.824070466576,1.7590000000000001,9.0963e-11
Slc25a39,8181.74250872185,5838.71331666945,0.58083,1.5862e-4
3010026O09Rik,22.387717024424,45.3327177732263,-0.78462,0.036443
Dock8,536.888462146146,1072.25490356199,-0.87733,9.2094e-11
Mfsd2b,50.1376444162411,24.6246690341684,1.01823,0.014517
Rnf213,1370.32616199795,3201.2627199896,-1.0866,3.1668e-10
Rad9a,35.997046048422,71.5520406009493,-0.77266,0.027382
Dock6,484.002658427948,711.391125929539,-0.44567,6.2465e-4
Zbtb45,298.536897933785,106.06609163636,1.5429000000000002,3.4724e-12
Prkcd,340.223210773589,256.401226595835,0.49475,0.045561
Ppp1cc,1143.84966701034,842.670898592023,0.53513,8.0595e-4
Arfgap1,343.926700689742,532.899852068797,-0.51878,4.0585e-4
Ccser2,1226.74236385845,863.030144936702,0.59479,0.011759
Rundc3a,435.594901740871,274.352711763605,0.74805,0.0012862
Gm19426,6.82239585222647,33.9447605087254,-1.7097,9.5527e-5
Tox,222.17870581351,110.521237715031,0.9888899999999999,0.020094
Sp4,163.125681201539,91.8028698814733,0.88603,0.0015555
Adamts4,3.88927328959678,16.2042625121401,-1.2428,0.018672
Btg1,2015.81585373192,1307.17941800413,0.70723,0.0012793
4632427E13Rik,16.7852542327118,55.8073844738494,-1.3812,2.3252e-4
Gne,4797.17237759504,2225.74365747555,1.1799000000000002,3.231e-10
Fopnl,146.450761361864,208.003245378141,-0.38919000000000004,0.026009
Prrc1,502.429600381281,716.065705277134,-0.40269,5.1368e-4
Mcm4,52.1469514024231,86.4415757777132,-0.5719000000000001,0.032709
Ism2,14.6599351017927,1.84000466401158,1.5003000000000002,0.021147
Amigo3,37.1528857933094,68.7918867021165,-0.71938,0.013847
Cox15,404.507950171431,634.754441036665,-0.53625,7.8375e-5
Cxcl14,19.4596950263588,64.7178500776814,-1.2429999999999999,0.0058987
Atp8b1,683.831659272012,1176.86679192441,-0.66583,2.7715e-6
Tmem158,28.8328685394415,8.68185172309282,1.4502000000000002,0.0054493
Fes,303.177774446256,177.00413910856,0.82291,0.024313
F830016B08Rik,1200.44901070854,726.223279094187,0.77467,0.033173
Epc1,457.634582895911,345.092194150502,0.49732,0.044217
Wdr91,1029.24833005258,514.537647724961,1.07175,1.903e-7
S100a9,5.648126641641,21.4433585334071,-1.2006,0.021857
Tmtc3,339.365461870156,235.903908029449,0.60712,0.012249
Rpl41,6136.10535300001,4216.76893517964,0.6312599999999999,7.0553e-4
Pnn,756.017789842516,983.636191691805,-0.27386,0.017012
Sgsm1,17.8168538190517,138.599689122989,-2.2681999999999998,5.7262e-8
Rps27,4727.36368774848,2818.64804825832,0.83699,1.1053e-9
Hilpda,57.6118453765232,29.7640142804133,0.92399,0.045186
Crtc2,832.206320153742,584.011677280894,0.60003,0.0038228
Cox6b1,3043.56598358193,2458.27603585876,0.40520999999999996,0.011738
Nxf1,1582.14682107588,1242.91308504451,0.44323999999999997,0.034914
Stambp,131.241127854,228.148466663074,-0.6621400000000001,0.0012184
BC003965,279.985138997871,388.032023110001,-0.35807999999999995,0.022301
Cpeb3,521.42837480242,220.731425111835,1.3005,2.9512e-9
Lasp1,1252.37101065413,2758.5106137678,-1.0039,5.8986e-9
Rbm38,91.8988292510412,48.614127902488796,0.9559,0.008706
Stat5a,195.547758710701,423.184193863393,-0.9613999999999999,1.2232e-5
Hhex,1134.34758147807,1913.22409186361,-0.61371,0.0084508
Slc22a7,77.9250076845214,276.677624298755,-1.4467999999999999,1.4711e-4
Skiv2l,1099.76520417604,1396.94191849538,-0.24076,0.012189
Rc3h1,1462.36790533197,922.53479835392,0.75381,5.9362e-6
Samd1,276.050201333863,111.236385335663,1.294,3.6243e-4
Ablim1,568.832007760609,930.465402792656,-0.59508,5.368e-6
Ubxn2a,739.678396922482,548.686583478831,0.5255,0.003368
Srbd1,233.208049152619,313.08689527518,-0.31174999999999997,0.035533
Map3k5,1538.98386906363,729.767568606049,1.1431,2.8926e-8
2610507B11Rik,3107.61936672916,3926.94718747188,-0.23206999999999997,0.03269
Fam160a1,77.5077772490843,151.30775342787,-0.81408,3.1693e-4
43717,715.264916521152,1749.88309707839,-1.1695,6.0617e-22
Ednrb,372.79132771705,228.521670885929,0.7759699999999999,0.0027385
Pdss2,151.207984684023,215.972197807237,-0.39283999999999997,0.038714
Snrnp200,1505.7880515264,2175.40737651077,-0.41844000000000003,0.0040884
Prickle1,101.945941772536,58.8491540504083,0.81306,0.04419
Sik2,340.642991511481,222.860830651472,0.69402,0.0028271
Pstpip2,165.741129607227,322.786645742207,-0.8172,1.8932e-4
Acaa1a,4731.53737673186,2585.82672304414,0.92764,0.0011437
Plekhf2,419.245642719762,293.893855045682,0.59567,0.014467
Atp6v0d1,1220.47789632231,984.619421358211,0.40645,0.036421
Tigd5,72.2368946622384,34.8298383995304,1.06047,0.0050281
Stard4,2363.55151814674,2887.14041602473,-0.18532,0.039677
Atp5g2,1479.93998217928,1119.09163135133,0.49799000000000004,0.0061793
Gm14319,30.2652425335977,5.13969409972418,1.633,0.0080238
Adck3,4293.74922330609,9565.77697812075,-1.0431,4.0956e-26
Isoc2b,119.150976864174,225.928142106752,-0.78769,6.2948e-5
St6galnac3,1.32516684864145,11.4250666815441,-1.3094,0.020262
Rpia,46.7118425184567,93.9018409650762,-0.8397600000000001,0.0012543
Capn1,161.444826728908,327.489804857084,-0.8697400000000001,4.5847e-5
Ppl,1269.85003074155,395.35113013301,1.7315,2.6399e-19
Gm20632,4.75919671989148,19.4006758309197,-1.2036,0.024499
Zbtb14,321.98089850529,183.836842362944,0.88454,1.8844e-5
Dbi,8849.12432408644,11816.7121764568,-0.30793000000000004,0.023259
Cnnm4,352.450930702062,90.8217685082209,1.9975,2.0409e-26
Camsap2,775.845347907312,459.527269635754,0.84261,1.9603e-7
Ttc30b,36.3127471707346,85.7957345382841,-1.0277999999999998,0.0011039
Rps6kc1,134.069593613914,247.358527750135,-0.75546,2.8785e-5
Nasp,398.107885843689,246.398643413982,0.77451,7.5293e-4
Lpl,291.958123630068,434.663685934356,-0.44176000000000004,0.048855
Ldhb,75.0920182244199,40.1051992280667,0.91521,0.019325
Rab4a,505.250656908776,346.879894724485,0.62635,0.018497
Tmem39a,120.400694651718,221.461612199693,-0.75076,4.2341e-5
Gbp7,161.631187450868,520.111142664388,-1.4469999999999998,4.3451e-7
Timm44,895.544868722594,683.316356704092,0.48528000000000004,0.0048313
Gnl3,642.549826041234,428.318242630997,0.67114,0.001275
Lipg,456.587681333464,193.591053391669,1.3006,1.7733e-9
Met,2040.89446535864,1706.28278464546,0.35558,0.03742
Timm8a1,227.587733961311,140.672585764458,0.77226,0.0012622
Gm11437,33.7588421009772,99.3840478331093,-1.3016999999999999,2.2368e-5
Rai14,422.996192091267,577.389475379186,-0.33297999999999994,0.049192
Ift46,429.96323128823,329.050525722027,0.47879000000000005,0.045681
Ggnbp1,302.552961523004,205.371550683698,0.64576,0.003363
Lrp11,12.0824998807383,54.6030857319803,-1.5968,3.1406e-4
Gltscr2,1841.85787342397,1372.64918620379,0.51689,0.0072373
AI467606,2.19509031928098,11.0823519625713,-1.1462999999999999,0.042959
Siglecg,1.65106934215202,14.7640505101422,-1.7288,0.0011649
RP23-460F21.1,176.681695387554,95.2195978860687,0.94957,1.8439e-4
Vps41,545.526730098574,842.084191609392,-0.51393,3.2143e-5
Ddx17,2745.83582721145,4125.47649549811,-0.47823000000000004,3.0286e-5
Luc7l,899.467631254569,706.382903688273,0.44320000000000004,0.038349
Gng7,7.13751994878231,27.4471154375008,-1.3267,0.006265
Aldh1b1,686.768487318266,1548.37627970857,-1.0471,1.0241e-12
Ccrn4l,2212.17523064989,1213.27661337932,0.8928699999999999,0.019486
Prr13,432.791697249869,622.425015707491,-0.41444000000000003,5.8119e-4
Rps25,4712.76751137805,3127.9177536641,0.68382,3.1173e-6
Gde1,2691.5859906111,695.554210094027,1.9596,4.1167e-16
Cd19,3.91083004316141,18.6449017542781,-1.2032999999999998,0.030385
Slc17a1,547.681834117902,278.637615525742,1.04679,3.8432e-8
Tdrkh,37.6861283331388,90.3388151580874,-1.0644,1.9406e-4
Pde8a,1105.91366178641,792.205398803024,0.57265,0.0059731
Lta4h,438.903872389768,602.141593864424,-0.3489,0.0033741
Pdzk1ip1,24.5961361641489,54.6921036406688,-0.86537,0.033295
Ndufv1,3717.64491839338,2440.0111870605,0.70121,1.1312e-7
Emc8,528.12003234921394,389.522895092542,0.52929,0.015831
Rmnd5a,4020.37485744336,3230.33857539453,0.41252999999999995,0.0058987
Mturn,100.213745698276,50.211462428180504,1.02031,0.001673
Qdpr,5509.88366438541,8513.4946897459,-0.52195,1.5141e-9
Alas1,9706.44149814846,5894.09448394467,0.79554,7.6199e-4
Shisa9,29.0129742418744,4.00106630145033,2.0229,2.7378e-4
Fam195a,945.612835787721,489.278072268361,1.01669,9.5933e-6
Gramd1c,376.62440095919,793.148988492746,-0.9327,1.0522e-6
Smyd3,42.6285580433298,78.6729695084351,-0.71373,0.016689
Mug2,4045.56094082024,16962.3163609499,-1.8215,3.5683e-12
Mff,649.669158037883,438.841429446385,0.65592,7.3196e-4
Slc39a14,5743.51583179438,4450.56453630791,0.46186000000000005,0.02246
Mettl4,98.3629872171687,150.005888886822,-0.47812,0.042837
Pcbp2,1424.58650238248,809.864618978756,0.90188,2.0723e-9
Snf8,454.953644721931,573.608558620006,-0.22930999999999999,0.035844
Scrn2,512.978774343599,708.205739282724,-0.35639999999999994,0.010201
Ptgs1,240.289703678551,336.803433259081,-0.37629999999999997,0.013879
Slc22a28,4.45485102029037,130.56857089098,-1.6661,0.0022877
Lacc1,192.820822465635,270.775868456818,-0.37768999999999997,0.024855
Car5b,52.3891770630952,84.5590451845359,-0.54106,0.044276
Pop5,736.926199166435,492.997431037118,0.6675599999999999,0.0019148
Map3k12,44.4140688345376,18.4032781763959,1.1740000000000002,0.017291
Cyp2d22,5838.8547136616,4149.6304648548,0.57822,0.020708
Tnfaip8l1,171.36004834587,332.634456519755,-0.8327,1.9603e-7
Fam81a,70.1166761765734,32.3290916287352,1.06605,0.023098
Atxn7l3,877.744470527715,586.42067866596,0.6689499999999999,0.0016443
Foxa3,1089.00334837169,879.815046957296,0.40215999999999996,0.03997
Slc35e2,2634.01009130527,1577.26689909112,0.81661,3.8008e-4
Trmt1l,341.252260097819,442.46654580721,-0.26597000000000004,0.049556
Srcin1,4.31218143638965,18.3234959273716,-1.3437999999999999,0.0084635
Blmh,448.300576296217,611.89403375642,-0.33836999999999995,0.0074266
Zfp770,97.1297254169002,162.71791924206,-0.6125200000000001,0.0024466
Alpl,355.537259449568,180.191104879227,1.01895,0.0011135
9030619P08Rik,63.9478167517421,317.69814418644,-1.3126,0.016018
Slc39a11,354.90980343558,493.881866268813,-0.36292,0.012073
C4bp-ps1,19.1363429966822,4.44134681960274,1.3392000000000002,0.042043
Dsn1,27.3460256961342,7.26146134427736,1.5870000000000002,0.0018299
Kmt2e,1517.33451701095,1181.99881124759,0.45449000000000006,0.010076
Vdac2,1649.96456943634,1251.47360349612,0.49131,0.013482
Hmox2,793.438070826094,566.312778686519,0.57331,0.024846
Hsph1,2159.99519760604,1351.56463377594,0.74312,0.012736
Mpp2,21.7061271489933,5.93913252093622,1.2723,0.048815
Zfp41,20.1843986106429,40.4885487059935,-0.78369,0.029154
Zfp760,64.6092458421353,102.042321028926,-0.52156,0.025703
Ppid,513.624901538575,702.916433927145,-0.34472,0.011112
Kansl2,655.8003403551,525.186082084028,0.41624000000000005,0.043918
Ugt1a1,1142.7135043375,551.590464869276,1.08556,3.0297e-4
Slc39a5,67.9360685275257,20.4664251611757,1.5283,0.0010791
Dync1h1,4925.98271607552,3211.56965440644,0.70911,2.4266e-6
Prrc2b,2392.34415685543,1781.67301196151,0.52045,7.2469e-4
Gm26584,249.566689795259,54.191917544523,2.0766,3.6981e-9
Fpgs,2324.73702850824,3879.15994797108,-0.62597,3.0134e-7
Gm16116,3.95394371167003,15.663735462671,-1.248,0.016204
Enho,94.656370053494,341.120478937529,-1.6529999999999998,5.0852e-14
Sidt2,3338.6171763865,2709.95270095785,0.39737,0.034224
Sult1d1,5931.53764728152,1944.68433657152,1.6116000000000001,6.5886e-9
Ppp2r5d,690.664833722918,503.124213567373,0.54699,0.020156
Qrsl1,47.1772873080013,105.786807837291,-0.9618000000000001,8.4737e-4
Arf5,835.654833219708,1279.4987208595,-0.50417,9.824e-6
Tram1,1863.01323715159,2804.92828167142,-0.48067000000000004,5.8863e-5
Caskin1,27.4512594035718,9.66280619352975,1.2947000000000002,0.012981
Slc35d2,278.376363937664,559.623288601064,-0.8481000000000001,5.0965e-4
Eif2d,395.20002487273,555.828170316329,-0.3791,0.018449
Ints6,530.878151024665,384.834700195813,0.55438,0.0073861
Fam178a,675.435617504739,476.995130615765,0.5861500000000001,0.013215
Cdh1,206.023699168737,611.123514018183,-1.3854,6.8203e-10
Abca8b,1558.71927782303,2175.25467604259,-0.36932,0.011891
Fam120a,4231.65177302143,3341.9967865349,0.43543,0.023203
Rps10,3992.10410262421,2549.62400122881,0.73883,3.6223e-7
Akr1c19,2486.73197976507,891.373014448652,1.5281,1.0449e-12
Ndufa4,4810.94860737127,3890.9216884411,0.40267,0.024586
Acox2,1453.57806956435,3658.4585278538,-1.1976,8.3827e-15
Zfp219,588.375380023254,406.700665792914,0.62048,0.010167
Prkaa2,2102.33856358212,1505.35734437094,0.57099,0.011441
Cbr1,3632.16145173446,1591.41800335861,1.2605000000000002,4.401e-12
2810474O19Rik,652.666951587414,502.059051848378,0.47325000000000006,0.02084
Hfe,655.670422727266,899.989141815142,-0.34739,0.0046273
Zfp395,1560.27656013564,796.051205572476,1.04102,1.1405e-6
Cc2d2a,50.668336613271,134.881633913182,-1.1997,3.1415e-5
Dpt,36.5683016518507,79.2501102186528,-0.89263,0.0079987
Hsd17b11,4659.34353548423,2792.75697672098,0.80253,0.0058031
Ppp1r3b,6102.12576292089,10537.3925940747,-0.67251,5.3828e-7
Kdm2a,1865.88515350427,1531.85357433467,0.38077000000000005,0.038592
Rpap1,141.352333247328,272.756460605469,-0.81827,2.5148e-6
Tmem64,1394.33598415371,1086.12791716801,0.45563,0.013952
Lmtk2,753.494489249456,569.951804402109,0.49766,0.011471
Gsdmd,228.284626135607,570.716126369242,-1.186,8.6082e-14
Elovl1,412.190068284478,658.621012418479,-0.55713,2.1566e-4
Ifit3,56.7748340821599,283.051732881917,-1.839,2.5658e-6
Cgn,496.21993490683,1199.98140007418,-1.1244999999999998,1.0024e-8
Mocs3,90.6649902636366,142.293120352428,-0.514,0.018362
Appl2,611.548524298916,480.433626461603,0.44164000000000003,0.028586
Gbp4,33.5089655329411,84.7910842492746,-1.071,0.003363
Dgcr8,306.487321475393,215.817499017168,0.5913,0.021865
Mef2a,1001.76810708372,658.429499651838,0.69158,2.837e-4
Pyroxd2,318.242522813404,455.719168197551,-0.39688,0.034581
Cml2,4699.76422448976,16802.5735365836,-1.6818,7.2438e-23
Ifi44,17.0521640961945,89.3353032844826,-1.7508,9.6049e-5
G3bp1,1058.40027012956,1313.74312929167,-0.2073,0.029843
Faim,50.5497740450447,117.065778667106,-1.0342,4.9671e-5
Lrrc16a,116.186915079207,406.753051474466,-1.4416,1.1594e-4
Rnf39,209.706786544218,104.488670588817,1.04858,3.1412e-4
Stat2,900.972082684251,1703.81878850045,-0.7921,2.4733e-6
8430419L09Rik,1774.85341954071,672.216635030479,1.4351,9.1375e-9
Prkca,147.465904557479,341.809884363617,-1.0515999999999999,2.1029e-6
Zdhhc21,229.552196080679,352.428021231681,-0.49221000000000004,0.012307
Atp1a1,10147.7850798512,6250.49345762855,0.78967,8.0781e-8
Trim26,374.923143582785,782.84427860597,-0.9324,2.3731e-9
Mccc2,876.185307040833,1225.90126032323,-0.37802,5.7083e-4
Snrk,1941.81221148119,1419.71472982453,0.5432400000000001,0.0074885
Akap1,2687.18521614353,2131.36705225957,0.43021,0.019849
Ccndbp1,358.796526422722,255.400854403543,0.58114,0.0059767
Acot3,3751.72958623031,267.392364426908,1.6983000000000001,0.0069219
Pten,3599.83079749723,2852.61260057687,0.43199,0.0094142
Slc43a1,110.294589742265,172.627867318347,-0.5120100000000001,0.025875
Cyb5b,7706.27152033819,12820.369295944,-0.6167,3.2141e-5
Rps14,5652.39414499652,3972.93708552852,0.60453,5.0168e-7
Apobec1,169.431867809383,320.247761234661,-0.79095,6.777e-6
Trbc1,1.62951254824255,9.66280619352975,-1.1688999999999998,0.039918
Calm1,2373.22773417918,3599.68384165871,-0.49288,7.0944e-6
Rps5,4959.07921570092,3147.36127446431,0.7482599999999999,4.8698e-8
Adrb2,103.428503357152,21.9222357374866,1.9785000000000001,2.8517e-6
Fam219b,81.8471931100495,188.533079456084,-1.0472,1.3857e-6
Slc2a8,476.483036099579,284.900742750755,0.82452,5.3254e-5
Slc30a4,347.457736254619,265.915660106826,0.47641999999999995,0.048464
S1pr1,648.438540377316,991.717691395435,-0.47968,0.042689
Gm11843,197.906164523982,36.7091374564275,2.1815,6.5891e-8
Rraga,446.218947819219,569.188924593797,-0.24514,0.023966
Atp4a,2.5641064006105,29.4265141228993,-2.1267,2.6204e-5
Pkd1l3,54.6704946790486,18.1851484664225,1.491,3.3689e-4
Zfp324,68.41229175437,116.148512115086,-0.6032500000000001,0.026578
Fst,129.120332140854,64.4555052189945,0.99456,0.019325
Patz1,150.133271630898,85.3927103399902,0.84059,0.023776
Atxn1l,489.909466838572,641.494499247697,-0.28271,0.028372
Atp5l,1837.24283383444,1414.58610750683,0.4727,0.0082546
Prmt6,106.871915132347,172.115002137807,-0.5566,0.01668
Tmem201,622.335884499539,429.747317865334,0.62278,0.0026644
Rpl21,4450.82763916509,3441.60511673902,0.46730000000000005,0.0015817
Accs,48.9982607393193,107.798395183905,-0.9518000000000001,6.4868e-4
H2-Q4,483.746527566593,669.019460653948,-0.35661,0.024254
Nmnat2,28.1487284422459,4.35972844821531,1.9338000000000002,4.3339e-4
Cox4i1,5702.76876521876,3955.97487893494,0.61993,1.874e-4
Mapk14,2541.74079305874,1667.02079664404,0.6994699999999999,2.3829e-5
Ssfa2,1818.08757669079,1051.43289094973,0.87278,2.3775e-6
Nudt16l1,110.612263899206,171.802244359304,-0.50166,0.018838
Slc35b1,327.740178321358,772.499074194952,-1.0929,2.6738e-9
Gm12576,2.67189049119237,17.2643015246428,-1.6352,0.0015738
Rb1cc1,1316.16668442078,835.893098242623,0.74487,4.4801e-6
Sec61a2,156.230963898841,99.1157538988867,0.72322,0.018775
1700102P08Rik,15.2768545551501,2.20035603032433,1.6635,0.0077655
Gm13880,9.63695588697472,28.5496803791692,-1.0372999999999999,0.036219
Fnbp4,1187.96761823978,635.774037303092,0.98903,6.0105e-12
Cdk5rap2,100.296845626392,183.215541551862,-0.73661,1.4379e-4
Hadh,7320.20206114799,5249.80131419764,0.56693,0.015274
Ethe1,474.848665065164,1508.71659085682,-1.4871999999999999,4.1826e-12
Erbb3,4830.70120545383,3394.29604679756,0.6011,4.4283e-4
Tacc2,593.246642011729,432.288497444419,0.54666,0.0046174
Efr3b,4.06172776190707,19.4438444191955,-1.3519999999999999,0.01081
Zrsr1,315.882629332625,181.571356255383,0.87181,3.727e-4
Arfgef2,2397.54945632087,1861.1461527704,0.45975,0.02149
Psmd1,1331.68321578656,1736.06827995525,-0.2741,0.034404
Snhg6,355.720734235847,126.550741056137,1.5258,1.1697e-11
Sc5d,4468.60810501415,12702.8052644499,-1.3488,3.4285e-12
Slfn2,38.4970590930608,77.7917658130202,-0.82553,0.0084635
Pwp2,246.26825635251,340.083209216644,-0.34883,0.038766
Igfals,1461.14758021709,2553.34223053643,-0.6708500000000001,0.0011105
Lyst,960.883340517821,608.372624283189,0.74384,3.4041e-4
Smarca2,3153.67166209805,1959.35593372553,0.77887,1.6649e-8
Sppl3,446.827638936007,271.559965302229,0.80503,2.1948e-5
Inpp4a,737.24272007876,481.951490784631,0.6950299999999999,0.0044541
RP23-181K4.2,348.676031550627,1412.66559601751,-1.7651999999999999,9.5424e-11
Zcchc11,873.785185423778,518.795433754208,0.7993,0.021865
Dedd2,514.345323622099,291.735529188229,0.90064,2.0733e-6
Wtap,463.82788452585,606.464516639013,-0.28080000000000005,0.017556
Jph1,100.493407074032,47.7693359171587,1.1004,7.0188e-4
Lrrfip2,805.832325477474,530.20322924778,0.69189,4.9252e-4
Crkl,935.81666089577,718.90663293758,0.47394000000000003,0.014712
Rfxank,110.082148808623,230.87956327906,-0.9275000000000001,3.987e-6
Pcf11,803.48008266199,540.439981422366,0.6554599999999999,0.0041566
Orai1,273.159038509263,171.549942962936,0.73741,0.026928
Tuft1,47.1049658575296,86.4944857197332,-0.69041,0.026964
Rmdn2,733.900352370593,919.90921951339806,-0.22101,0.027653
Uhrf1bp1l,2179.5147605053,1332.3920690757,0.80058,3.237e-8
Brip1os,338.106119333722,470.893918008189,-0.36689000000000005,0.011299
Pigp,221.861607915773,135.751315180338,0.77981,0.0017881
Gpr132,1.34672364255092,9.88312087934558,-1.2232999999999998,0.031085
F11r,1831.88769722762,1249.03345837543,0.6465799999999999,3.1407e-6
Itgb5,1181.6225993431499,1533.75903805383,-0.27195,0.0024038
Akr1c6,9062.31042226265,16282.6522729145,-0.72399,2.5404e-6
Tnpo1,2500.0967751464,1855.84308496287,0.52524,6.3733e-4
Cyb561a3,148.113186167072,212.418756513392,-0.39907000000000004,0.037139
Ddc,717.610570459056,2075.78529850009,-1.3718,1.308e-12
Tmem214,786.075115949556,1215.29436868368,-0.51797,7.8083e-6
Nudt19,844.833995103468,456.642732678586,0.97448,2.9001e-10
Avil,113.142881420543,6.86266019485293,3.0955,8.6368e-11
Jmjd8,177.625094521559,351.073154893646,-0.85485,6.5809e-7
Tle4,380.283380794514,241.637488132054,0.73239,0.0074671
Pcolce2,29.0053231731312,69.2536230151507,-1.0202,0.0025622
Nelfb,357.743369961783,503.388533148294,-0.38542,0.0015871
Slc10a7,100.086378332551,161.233345188533,-0.54674,0.022586
Ripk2,137.872639566494,76.0558818757155,0.92179,5.8878e-4
Gm5741,8.86403815030716,1.24021469565908,1.3649,0.040979
Tbk1,510.329836413119,651.233121639894,-0.2461,0.024797
Rab36,46.4798182693272,349.489674674871,-2.6639,1.1396e-35
Cux1,399.56609793079,539.928933797801,-0.32072,0.029079
Mst1,1824.78703770299,2247.46355735994,-0.19657,0.03353
Parn,238.133445527019,371.366748861118,-0.51729,0.004194
Tbc1d30,383.252785464507,115.446290639574,1.746,5.0272e-12
Atp5b,31554.5755043533,20997.0445996376,0.6821699999999999,4.1907e-8
Vegfa,4334.60872771549,3258.38728710939,0.50629,0.0019934
Gm4980,202.592796827423,128.390305011702,0.7369,0.0026908
Vcp,4049.59574948352,5097.47613300203,-0.22734000000000001,0.018463
Fbxo21,3120.32980758757,1412.41333842202,1.2178,3.8521e-12
Ifi35,112.191011871576,237.264833538718,-0.9409,1.6579e-6
Dda1,416.516974469494,302.745710327526,0.54725,0.044933
Pink1,4594.78358357861,3236.2863808727,0.5994700000000001,1.036e-4
Zfp422,172.202737069176,330.715018460198,-0.81859,6.5621e-8
Ints2,105.726853744069,185.800991327509,-0.6743100000000001,0.0010248
Cdk20,190.70373126783699,133.149679219116,0.60407,0.019634
Spcs2,1031.31571842188,1662.86404330961,-0.57737,2.5704e-6
Tdrd7,509.152439753288,654.667127500565,-0.25621000000000005,0.020981
Mrpl50,635.027410040982,863.052033137085,-0.33477999999999997,0.0082099
Gga3,181.244907282114,276.50045165754,-0.49175,0.0046919
RP24-159O13.1,37.0641081941824,9.2020613930849,1.6938000000000002,7.4713e-4
H2afy,1073.10948137318,1433.55773144223,-0.3067,0.030301
Gbf1,765.220724520793,1341.27549690333,-0.68557,2.217e-5
Pbx2,432.014256216462,325.317955305463,0.50163,0.026145
Gdap10,389.086452917061,73.3534485790338,2.4214,7.0027e-36
Mrpl42,440.632941176162,561.848323659606,-0.2457,0.024258
Gp1ba,47.8861116886973,16.2635254310235,1.4513,4.0007e-4
Amer1,181.923369627609,119.307962919637,0.67853,0.028918
2210011C24Rik,14.3936022640667,2.50025101450057,1.4398000000000002,0.02777
Aph1b,63.0849669609854,117.822691159152,-0.72079,0.021869
Kdm3b,563.28516819232,745.780491798039,-0.29945,0.0082371
Asgr1,8391.52104562147,6858.61802540032,0.38721000000000005,0.041149
Smim13,885.800947970222,486.052014055473,0.9457099999999999,1.899e-6
Arid2,773.120961238493,606.123399284621,0.44545,0.034556
Usp5,887.398701909564,1277.31216408824,-0.41539000000000004,6.0052e-4
Bcl2l13,1195.56220583557,849.365115785587,0.57762,0.025331
Helz,677.683445434521,482.971629552257,0.57942,0.0019593
Ablim3,409.599305614704,1005.82381880514,-1.135,1.2677e-7
Map4,759.723253680884,936.619333329374,-0.19877999999999998,0.045514
Gna12,1659.94594882011,1152.5345881981,0.60408,0.049197
Myef2,94.4439292005417,174.588187197584,-0.72299,0.0043071
Hook2,984.466306964776,396.599066350116,1.3788,2.5391e-13
Itpkc,211.558941155232,147.818495808736,0.59813,0.029274
Ubqln4,1369.40432115061,870.37761317044,0.74186,1.3607e-5
Coq3,227.894630084401,333.869456653955,-0.43912000000000007,0.003341
Apoa1,57982.8703441095,105251.890668937,-0.73523,8.5052e-6
Nceh1,941.342371405795,545.076166034697,0.85646,6.7988e-4
Mybl1,31.3861967044766,14.4230250107173,1.0396400000000001,0.045136
Insr,4986.46787651671,3419.15639994621,0.63764,2.3317e-5
Atp5j2,3226.02375036571,2656.80347259036,0.37729999999999997,0.028216
Yipf5,475.187654058657,672.655263136202,-0.38975000000000004,0.0048891
Ubxn7,1145.43779708838,748.778945883507,0.70341,4.2574e-6
Rnf125,930.06791844723,2369.76543894415,-1.1892999999999998,1.1833e-8
Lingo4,125.776810986346,23.2467495366702,2.3154,1.7299e-13
Cisd1,3180.87213449357,1991.8524317329,0.76867,9.5043e-10
Pbld1,9335.13134274474,6419.39866802139,0.6309899999999999,3.7231e-4
Cd79b,2.2489823443995,14.3224296259213,-1.4696,0.0065763
Pkdcc,480.404644781764,340.833455050625,0.58076,0.035148
Zfp446,55.9176622448281,105.120006559275,-0.7572800000000001,0.0022038
Ptpn23,692.409204969556,537.926078051613,0.45948,0.012174
1810026B05Rik,15.1665201621136,39.2232978256934,-1.0121,0.020095
Tmem29,98.0396350664576,147.369677337878,-0.45828,0.031142
Snx30,371.696211598771,237.719123569547,0.72632,0.001625
Gnl1,480.652547911723,316.828995157039,0.68801,7.7953e-4
Cdc40,659.292209127623,506.930745819511,0.47197,0.03782
Zfp771,403.36914372199,224.457779516566,0.9234,3.5906e-5
Rgs16,1531.4188262951,113.072911402667,3.5535,9.9218e-35
Pyhin1,24.8307106753881,52.7511547383821,-0.82324,0.042965
Setd2,1419.74502451586,1000.20433091217,0.59858,1.0135e-4
Golgb1,1534.2315010404,2041.26137940935,-0.3063,0.0015433
Parp12,436.99551740854,824.150518495951,-0.78349,2.1319e-5
