GeneName,control,treatment,log2FoldChange,padj
Cyp39a1,2812.54288363129,733.896618556824,1.6534,7.127e-4
Lin54,193.832838373384,130.971329787817,0.64847,0.021219
Chd2,1309.04249454313,889.708550214655,0.64654,9.3488e-4
Ihh,6.70383336468987,30.7891838995637,-1.3792,0.0071334
Cep170b,1579.84279229175,930.108191107657,0.85204,2.9117e-7
Nxpe2,220.639701941665,386.928456717957,-0.67273,0.0021843
4930509G22Rik,26.0639725160014,9.98336741066229,1.1688,0.044742
Echdc1,222.467172188488,431.700476965053,-0.83626,4.8702e-9
Slc2a4rg-ps,300.166409997889,210.249303826063,0.60108,0.0098009
Slc10a2,44.2143798569621,204.570092430189,-1.7765,1.7609e-6
Axin1,691.389779950422,465.45686275361,0.66052,6.1727e-4
Htra1,10.7953460150065,46.6884287210358,-1.5082,0.0011901
Espnl,80.2171032536363,11.4240751689548,2.2711,3.3453e-6
Gpr64,57.8926610055171,19.2633198825598,1.3723,0.0065435
Card10,579.466012526589,323.258168519049,0.90767,1.8246e-4
Anks3,402.857458016415,296.129539418535,0.53718,0.011212
Rps15,4678.00531020809,3144.61202851314,0.66755,1.5533e-7
Pdzk1,400.432074767344,617.494444478073,-0.5103300000000001,9.5872e-4
Gcgr,3209.46359482235,4123.1241930636,-0.25431000000000004,0.031901
1700048O20Rik,13.8362526682181,42.2069979466221,-1.1573,0.011861
3110057O12Rik,287.617888826332,487.634980277223,-0.6454300000000001,5.2033e-6
Copz1,1399.34678892236,2258.20101793064,-0.58152,5.776e-8
Dtymk,169.95885537003,327.150211578694,-0.81719,3.8552e-7
Gatad2a,1205.53656759749,863.494763932537,0.57078,0.013099
Mlh3,139.243470103685,253.856172821359,-0.73467,9.163e-5
Ces1g,9463.09516092647,5569.907680145,0.83433,0.0011405
Aass,9003.00574176302,6897.25794649965,0.47555000000000003,0.042558
Nebl,54.4276917908954,11.8623176140802,1.8044,3.176e-4
Gm2061,6.1839195646147,53.6048434676826,-2.1014,1.0431e-5
Alkbh7,133.247884255313,235.009988442523,-0.68999,7.7664e-5
43530,4142.47729443517,3379.58160107892,0.39056,0.024779
Erf,1133.01712800416,596.256389667431,0.99427,9.7517e-6
Plekha8,676.199487679653,379.506741471618,0.90349,2.7444e-4
Pdk2,2100.75856796306,1544.33030558471,0.53294,0.028725
Orc3,304.564242068298,448.301704504254,-0.44525000000000003,8.1373e-4
Ttc23,923.571907712195,599.222040611088,0.71326,1.714e-4
Fastkd2,187.401592462498,266.362587407473,-0.39466,0.012751
Rps17,4493.44970111912,3061.07941839041,0.64847,7.4207e-7
Zhx2,494.601443358418,291.380649381887,0.83568,0.0012884
Npc2,1864.18842115943,1489.93846598293,0.41783000000000003,0.031693
Sirt1,448.80658473423,237.773814586082,0.9908,7.3695e-7
Prodh,5831.83234389074,3842.65743963244,0.68526,0.0022102
Espn,41.5189592548176,13.3653178768723,1.417,0.0043479
Tstd3,136.686437786406,214.01072957481,-0.50171,0.049607
Kcnd1,38.3861475128882,6.05969643172997,1.9597,3.1401e-4
Hyal1,423.873767356857,625.057803707276,-0.44800000000000006,0.0022292
Rfc5,91.8721716908431,156.043476926775,-0.62427,0.0053565
Gm19980,0.619469796156944,9.10280637435746,-1.4243,0.010726
Gfra1,4298.55492363923,2218.69483571489,1.00665,2.8669e-4
Tmed9,703.014244233691,1142.19586542603,-0.5866600000000001,4.9658e-6
Slc27a2,20124.2613106992,10797.7571216202,0.97353,1.5955e-6
Tsc22d1,438.326363259572,912.636492739374,-0.9198000000000001,5.9584e-7
Oas1a,26.5274439078137,67.7700955220617,-1.0896,0.0022831
Nrep,64.756197088175,344.019899830505,-1.4783,0.0046897
Peo1,749.417458785235,449.324542244747,0.8238599999999999,1.046e-5
Ptpra,327.314720517628,474.570999543348,-0.41892000000000007,0.014924
Heca,1206.84388249033,656.731578044295,0.9652499999999999,3.3219e-10
Rab11fip4,663.841029324713,251.862964939107,1.3851,3.2883e-5
Smim14,946.194775749133,1257.61362304323,-0.30574999999999997,0.0017619
Atp5d,4691.61497591428,3599.20547354713,0.47648,0.013711
Cgrrf1,608.176037521528,441.979469566118,0.55061,0.021375
Spata22,43.9942880966459,103.462160603598,-1.0321,5.8528e-4
Comt,7019.06568264487,11450.3885389155,-0.57181,0.008668
Peli3,84.5863043661146,50.3726610979284,0.78722,0.033438
Mid1ip1,228.1887740497,638.917540679852,-1.3381999999999998,6.9169e-14
Mettl16,206.629263199383,329.608781273803,-0.55256,9.924e-4
Trip10,268.400996123299,162.497604556244,0.8026099999999999,3.1819e-4
Prep,817.939508552402,628.785268023237,0.47341999999999995,0.038378
Pogk,396.815389052586,237.886528313343,0.80958,0.0018174
Pkn3,52.6104228345802,21.4056064572539,1.1302,0.044341
D1Ertd622e,477.698445137147,247.100607890981,1.02213,7.9757e-7
4931429L15Rik,183.736935036853,0.999931483845453,5.192399999999999,4.6509e-32
Gbp5,48.4326829682809,135.996969794211,-1.273,5.027e-6
Hdc,636.846896450319,161.187504171065,1.8886,6.0913e-8
Fxr1,1053.48137161963,719.486160574304,0.64274,3.82e-5
Arl14ep,149.40601766347,270.836930690946,-0.72713,7.7458e-5
Rps6,4911.31166762941,3514.95271476559,0.57696,1.6296e-4
Tmem41a,236.820210723397,120.738433567891,1.01353,0.0011437
2810007J24Rik,2215.41435621735,8033.20779101567,-1.4066999999999998,8.5014e-4
Vps37b,651.196900203229,405.59830280191,0.76111,0.0018945
Jun,505.147156376541,262.590879438624,0.97926,0.0026646
Nufip2,1440.01935380887,1073.07129086137,0.51783,0.0024027
Tyrobp,160.144344486526,229.397431199888,-0.39903999999999995,0.036526
Ugt3a1,601.917004286973,1003.80370180877,-0.61109,0.001109
Zbtb7c,2.60722006911912,66.6959083970114,-2.9101,2.3714e-9
Ocrl,123.99269620401,198.14341641604,-0.53002,0.043945
Stx6,97.0840614862818,190.482217457598,-0.83736,2.1565e-5
Cep89,75.6227103407602,121.860224218536,-0.55059,0.029429
Ehd1,616.695985427916,841.193632220831,-0.33714,0.012013
Nav2,582.39797982736,1277.98927445569,-0.9874999999999999,7.4207e-7
Ap3s1-ps2,26.6156446425633,2.20035603032433,1.8037,0.0037142
Btd,1476.38113613234,1147.08952951473,0.45723,0.022442
Tnrc6c,896.315235390255,584.012081182222,0.70528,3.6214e-4
Tmem9,375.406199016292,261.601083272065,0.60996,0.0044458
Tpm1,440.798321565141,585.338689737122,-0.30199,0.029406
Tmf1,613.012079109664,443.144575707854,0.56093,0.0047085
Tas1r2,10.4827722209053,1.04056624279954,1.6316000000000002,0.010452
H2-Ab1,263.760362213703,512.310248885165,-0.77753,0.0084556
Erbb2ip,2586.77688291983,1584.99036368473,0.79974,2.4464e-10
Epha1,635.783871951753,439.046531218485,0.62167,0.0017665
Cnppd1,2272.08883287293,920.790780365237,1.3753000000000002,5.1942e-16
BC023829,571.186559445672,306.80732486608,0.96858,3.2136e-6
4931403E22Rik,43.0432380956226,19.2663494681761,1.1048,0.018088
Pofut2,417.670264234686,289.301950567698,0.61866,0.0043479
Farsb,296.795896819957,600.322761127449,-0.88993,4.2986e-9
Rnft1,588.470989143182,747.36571628421,-0.23928999999999997,0.021219
Ppp1r14a,25.8781893442817,62.4758127279653,-0.9959000000000001,0.0063892
Rhbdd3,367.287844016697,269.5196144784,0.53816,0.018854
Oasl1,23.5943213048392,268.007764216541,-3.1117,1.8789e-28
Smg6,1074.19020752882,609.98665899148,0.9047,7.7071e-9
Mx2,45.7043500688257,144.514032520011,-1.4073,3.7003e-6
Ddx1,926.982649147438,1203.24913130351,-0.26793,0.037672
Nipbl,1477.30461684212,1124.32992950773,0.48824999999999996,0.0086087
2500002B13Rik,52.3111778609229,23.0262879480389,1.1602000000000001,0.0039759
Snrpn,122.813326267481,213.665682977179,-0.66285,9.0818e-4
Phf7,289.530190038197,147.980887941737,1.0384200000000001,3.1135e-6
Fgg,40015.120045668,63607.0298353349,-0.55969,2.0279e-7
Cdk8,961.375202523999,567.82895379,0.8429099999999999,2.112e-5
Gpt,7908.98937439725,5387.35977585233,0.6412599999999999,0.0019274
Pi4k2a,932.648962772936,1613.94788886011,-0.67993,3.5134e-10
Mllt10,579.343988247615,396.979881998721,0.63324,0.0062252
Atp11b,1292.67875236765,905.943726007576,0.6052299999999999,5.8427e-4
Ifi27,582.52279931132,1639.21087125998,-1.3541999999999998,1.3578e-17
Lcp1,1305.5571226264601,1791.80522094168,-0.34872000000000003,0.0019624
Dpagt1,375.20511314225803,580.910067111976,-0.51697,1.874e-4
Sdsl,378.18043744062,223.431471482011,0.81335,0.015982
Tmem144,46.5121535408811,105.518165049589,-0.9879000000000001,3.1421e-4
A230083G16Rik,44.6029794958481,81.9021674026361,-0.70477,0.01537
C920006O11Rik,34.6965634025911,60.7773320133346,-0.6311,0.047882
Sipa1l1,607.652177289091,813.441893056204,-0.31284,0.014902
Srms,8.86403815030716,30.6653884524898,-1.3186,0.0027944
Icmt,1137.25443639659,805.805032575444,0.58808,0.003528
Prdx4,730.600279589889,1171.35118469118,-0.5617800000000001,7.1402e-4
Rbm15,436.329564940719,312.314329160972,0.57208,0.010641
Cyb5r3,5787.76282706291,8444.03020606424,-0.43221,0.0023528999999999998
Cdkn1b,644.953652173636,449.396658020172,0.6110599999999999,0.0022581
Csrnp1,247.742012897559,99.9709750071343,1.2628000000000001,0.0018025
Ssr1,1323.98810194457,2309.36670112212,-0.69216,1.656e-10
Cog5,127.664428116435,218.886793497627,-0.65306,1.797e-4
Cdc25a,123.218381974333,73.8004309275288,0.7807,0.036094
Baiap2l1,1567.07254107089,617.188949271841,1.4252,2.2808e-26
Rnpep,355.053049843513,586.145627853546,-0.60709,1.6745e-5
Ptprf,3301.85817052321,5462.34277089226,-0.60757,8.239e-5
9930021J03Rik,709.299692748326,447.080173016373,0.75651,3.6803e-6
Efna3,6.41849415654359,26.6695367124982,-1.3232,0.0095077
Ngly1,752.127363066233,591.058599242743,0.44326,0.016434
Apon,1879.65342312806,5737.51720422453,-1.4653999999999998,1.1317e-19
Rarres1,157.926543321822,718.110976531133,-1.8932,5.1453e-11
Pcdh1,4231.56963672688,2101.43533616005,1.0751300000000001,1.7641e-6
Tgtp2,27.0042442007596,60.5687417064415,-0.8687,0.039932
Nr4a1,570.802300794894,103.00070815841,1.4266,0.029563
Htatip2,1043.03521621139,656.138608630585,0.74947,5.9184e-4
Wbp1,323.070336791179,493.384214001989,-0.48741,0.0055736
Ablim2,57.7329580051351,92.5403646516649,-0.53896,0.02903
Gm2568,4.21517578310736,16.563769268679,-1.2287,0.017913
Kcnn2,850.022020082659,360.394191135888,1.3001,8.1464e-10
Dlgap1,18.5523358002906,103.992607383629,-2.0145999999999997,8.5242e-8
Zmym5,946.155366757351,730.058631831889,0.46691000000000005,0.012174
Tuba1c,497.058918832374,1109.8908735172,-1.0131999999999999,2.3658e-7
Golim4,2079.3391778466,1464.09449554679,0.59512,0.0046076
Ndufb5,1108.51751192444,813.727741720585,0.53979,0.0017864
Spryd4,216.153911699037,390.157958355575,-0.73254,8.1822e-7
Hfe2,713.420022699688,1736.71746073742,-1.0611,6.2067e-4
Dap3,719.684882895365,563.815355306971,0.44747000000000003,0.032619
Zbtb7b,1421.07192123143,1793.8605996601,-0.23002999999999998,0.045186
Dnajc30,57.2967212396226,110.827944625246,-0.78878,0.0019148
Wwc2,547.163894078663,414.933882755083,0.49209,0.017012
Adra1b,1100.05343004608,1859.14038747207,-0.6428200000000001,1.0809e-6
Akr1e1,296.765292908088,620.86453360033,-0.9400000000000001,1.1458e-9
Anp32a,1574.53875581334,2633.52988918864,-0.6344500000000001,2.1374e-11
Zap70,101.057011891131,230.906380538216,-1.0115999999999998,1.6007e-4
Urad,372.980723584112,821.893112701101,-0.9324,0.0023643
Gmppb,73.1201469533218,197.303453331571,-1.2517999999999998,2.2513e-8
Shank2,378.269549946766,989.961922158496,-1.2619,2.4341e-21
Nr1h3,1431.04868662811,1876.91715027593,-0.28581,0.0064549
Aebp2,723.900635784919,566.624838758065,0.44759000000000004,0.022226
Pfkm,450.373399491579,305.874808593226,0.64584,0.0051714
Rictor,829.481115470085,603.152001216091,0.54862,0.0083671
Igsf11,310.492607393865,490.897413393077,-0.54559,1.0804e-4
Supt7l,106.561314655288,178.136505784938,-0.60104,0.0053579
Rd3,13.6016780762892,34.770575480647,-0.9991,0.018463
Aldh6a1,9123.1095096038,7290.52185451115,0.41852999999999996,0.033279
Ptrh2,189.64605126809,264.82402004437,-0.36724,0.04117
Stau2,55.9823327072462,102.843246719022,-0.72583,0.0036494
Itgb3bp,20.6637491656987,40.3278457925403,-0.73807,0.049549
Anapc2,565.988239621139,877.329861953695,-0.5202100000000001,3.4045e-5
Max,430.826081200021,321.710622494794,0.51379,0.011251
Ubap1l,30.9252754940844,6.24121248095487,1.7249,0.0019888
AI464131,525.365042010595,772.000336925731,-0.43652,0.010302
Vangl1,73.2494879185028,117.063795641927,-0.5329900000000001,0.026739
Gatsl2,50.5389958498142,128.911855047763,-1.1538,1.097e-5
Tbc1d10a,260.383593128658,151.468162535693,0.8414699999999999,0.0061618
Yy1,1420.90793806166,890.972617569487,0.7656,7.5818e-8
Sorbs3,3419.46555446417,817.25432097087,2.0303999999999998,2.5391e-13
Ak3,7234.86156293561,5695.7235485199,0.43986000000000003,0.022194
Them7,142.621635157257,259.061794863191,-0.71148,0.0027066
Hipk1,1970.57785804541,1549.72039166986,0.44206,0.012091
Pik3cb,515.039087903357,332.600376688328,0.7172499999999999,5.0583e-4
Rpl13,6261.32736646813,4181.5815266295,0.67498,6.2326e-6
Hsp90b1,5529.59083504816,9713.56914333708,-0.6989000000000001,2.0154e-8
2310001H17Rik,210.745460254234,295.346452326443,-0.36672000000000005,0.040327
Cyp2c37,35698.9900986553,11412.2092109876,1.5948,3.2136e-6
Cdt1,79.7675379500937,42.5495657627794,0.92896,0.023898
AI182371,2841.02510505913,4759.98228914241,-0.6365000000000001,3.313e-11
B4galnt3,6.4882652642158,49.594788567295,-1.7597999999999998,6.8299e-4
Trim24,1340.59349412669,631.962280877369,1.1059,7.2793e-4
Mup15,0,864.73056487563,-7.2465,1.1637e-73
Sdc2,2730.04349138192,3769.06326418912,-0.36007999999999996,1.4864e-4
Vwce,951.680071376318,611.197263965308,0.71465,0.0092556
Pnpla3,31.7393337435973,170.358159796756,-1.2533999999999998,0.02519
Arih1,1750.33315968917,1174.24443468238,0.66713,9.7527e-5
Zcchc2,1126.95474856174,733.17457349763,0.70255,0.0016524
Clmn,5357.85290621507,2801.52563450758,1.01756,1.394e-9
Adck1,160.612916200833,240.610225392028,-0.45966000000000007,0.021147
Dlgap3,15.3579810855339,3.36064157414374,1.4425000000000001,0.02225
Ninj1,1755.17357516289,2349.62868068851,-0.31552,9.5074e-4
Phc1,110.917763852045,47.1498712284392,1.2115,7.545e-4
Hif3a,26.7506631577207,6.20057772200077,1.6039,0.0041925
Gpx3,205.534390006738,109.836212178413,0.91643,0.022223
Ctss,491.934895510183,717.818034033366,-0.42356000000000005,0.031579
Pdcl,292.624411690771,434.101629801427,-0.45598000000000005,0.001973
Nme7,42.3724265768018,73.1538001261742,-0.6217,0.031036
Ajuba,51.3873622844752,191.843491820345,-1.6976,7.7449e-14
Crlf3,147.29402723196,214.202776539704,-0.42113,0.03353
Ung,239.840956631916,77.1001754110899,1.6037000000000001,1.5155e-6
Rufy3,590.229842575916,444.799584090793,0.49961999999999995,0.043892
Pi4k2b,829.822654120514,501.943353645564,0.8123,2.0494e-6
Ankrd52,1140.96846198579,831.439374447202,0.54974,0.0030014
Fam65b,10.1270848389852,66.4735005903201,-2.1696999999999997,8.0028e-9
Nr2c2,586.563788616916,350.357519819664,0.8321999999999999,2.2614e-7
Tef,5467.85344122998,709.969907546839,2.9164,8.6519e-40
Rph3al,66.478433587216,38.8273793590698,0.80834,0.044557
Dusp8,111.80809022646,25.2867515070205,2.0383999999999998,2.002e-9
Aaed1,932.907980618938,651.478472510351,0.60681,0.0026968
Nupl2,37.8072410424404,92.455918645325,-1.0715999999999999,3.7769e-4
Timeless,91.7263746980412,144.796254049729,-0.5187700000000001,0.020621
Ppp1r15b,3733.22317770338,2593.72429617238,0.61448,0.0022809
Nfe2,11.9829439250013,41.6096867597428,-1.335,0.0021744
Atl2,3077.04003116786,1940.72801765653,0.74387,0.001706
Atxn7,1122.48277036841,618.477308359452,0.9431499999999999,1.8715e-7
Rfx5,70.8045208698064,138.95766186574,-0.8160700000000001,8.9982e-4
Grina,3276.24367536385,2564.75111737484,0.44726,0.03452
Ralgapa2,1640.96955235462,796.596342966253,1.1196000000000002,4.7592e-11
Nrde2,112.96450671469,173.098545485414,-0.49221000000000004,0.01562
Lig3,252.000060190093,404.377956474337,-0.5655,1.6943e-4
Ccnc,194.64574220828,320.608057553126,-0.5846100000000001,0.0060277
Rps23,3613.78715775025,2569.34274955761,0.58547,4.0254e-4
Lonrf3,451.20564573357,106.512321230048,2.0309,2.5422e-12
Tomm20,1099.97533789425,850.040566746847,0.46614,0.020187
Parp9,374.87353317946,1017.0826659032,-1.3096999999999999,1.08e-19
Pla2g7,126.941698091263,55.4079406653149,1.1688,0.0034572
Cyp2j5,4775.83898441069,9653.26368001659,-0.87894,2.3089e-6
Rabl3,120.500250728489,237.203293789025,-0.84011,1.0947e-5
Pmm2,558.303571891499,786.45856194255,-0.38448000000000004,0.0012725
Rplp0,9791.23574020547,7254.48145232686,0.52656,0.0021855
Ints1,469.284550002002,730.122319750306,-0.52722,9.5475e-6
Adpgk,389.220894729221,289.743424549104,0.51841,0.021046
Rpl19,4890.13377605086,3667.26736177585,0.51139,1.379e-4
Sigmar1,914.551628796737,3414.34802843412,-1.7789,1.6638e-65
Cyp2a12,10422.6728785585,7773.96772960969,0.51206,0.033645
Eif2ak2,223.282626204804,469.649471960716,-0.9197000000000001,3.6913e-5
Luc7l3,1285.17230795582,1001.18204390854,0.45282,0.033548
Gstm4,447.849855972885,1148.46640245179,-1.2217,2.206e-14
Dync2h1,173.506347002873,110.520503200954,0.72308,0.0098848
Ugt1a10,26.5972150558308,5.30223313554055,1.7590000000000001,0.00134
Agfg2,1809.556849984,853.306505329041,1.1545,4.2417e-9
Slc30a3,44.2180841705855,6.28184723990896,2.165,2.2296e-5
Chka,1554.01415809965,2864.01443594486,-0.73978,7.127e-4
Pabpc4,1580.44465229119,806.459623656028,1.05204,8.8461e-10
Prune2,9.97363685812971,25.0637560890677,-0.9538000000000001,0.034126
Asb2,21.383352024039,64.2704638278587,-1.1623999999999999,0.0093939
Cdk6,130.740220262966,191.72362561651,-0.43121,0.01395
Mrpl46,222.900858409477,302.071499574424,-0.32667,0.032615
Cenpj,27.9762739295907,76.1717269813452,-1.2023,1.1121e-4
Mrfap1,2159.07004155428,2713.97664860711,-0.22602999999999998,0.020252
Dkc1,213.309566453121,289.009748926454,-0.32636,0.035584
Bace1,1190.29180712309,890.19403739411,0.51153,0.015317
1700020I14Rik,1536.60587811934,1858.74641685835,-0.17171,0.026868
Irf7,326.065337354689,746.126429750347,-1.0442,4.9247e-7
Rbbp8,237.170221362238,130.967106738947,0.90988,0.002121
Lpin2,20447.1142791956,5403.22329869339,1.9716,2.2175e-30
Il17rb,275.796620613583,161.793895811849,0.84841,1.5477e-4
Herc2,2102.6374736891,1268.15988956175,0.8154399999999999,7.8024e-6
Ncmap,1.34672364255092,25.4645402636706,-2.0038,2.0742e-4
Tmem86b,664.106694002539,1259.72126904457,-0.7967500000000001,1.0528e-6
Sf3b3,499.27465494072,746.988876623747,-0.46752000000000005,8.3672e-4
Usp15,1056.70551134384,681.018141068958,0.72449,5.8647e-6
Scamp5,145.476181330578,259.016937055368,-0.70048,1.3837e-4
Col11a2,134.777263741373,40.8712555248103,1.681,6.0873e-7
Tatdn3,50.0165315052153,98.7382616415286,-0.8170700000000001,0.0017592
1810013L24Rik,824.146958591072,581.111588494317,0.59319,0.0031584
Srgap2,762.968373536341,512.797026741762,0.65422,0.0073871
1300002K09Rik,1336.19772739506,5676.69530578755,-1.9445000000000001,5.3794e-44
Samd9l,106.918156169412,389.905336609902,-1.6075,3.8267e-8
Hist1h1c,317.618529034647,1167.4264051102,-1.7024,1.1384e-17
Fam117a,108.426556008353,38.429569722234604,1.4175,2.684e-4
Chchd10,12553.2247998771,6723.76919135926,0.98843,1.2026e-12
Park7,2857.08960367303,2281.08020694173,0.42083000000000004,0.025781
Rpl7,6938.53313765787,4828.32900470956,0.6179399999999999,1.7348e-6
Cyp3a11,118264.686705584,53609.7482187074,1.1691,1.135e-4
Faf1,793.472136368022,570.87323895515,0.5672200000000001,0.002582
Ipo8,831.21051851798,1407.996094592,-0.64783,4.0793e-7
Hsd3b7,1788.79445840914,10585.5679878255,-2.3847,6.591e-43
Dnajb6,1696.45295211925,993.104003252006,0.86181,1.6779e-9
Akt1,1297.88948657847,1035.47126340364,0.42193,0.026858
Impa1,1024.13599734254,1441.9030194725501,-0.38644999999999996,3.8791e-4
Gm13194,97.8583757159594,39.6122107185581,1.2337,0.0049215
Slc16a2,1971.90590913525,3298.42223649775,-0.6302300000000001,2.7201e-7
43531,763.702459064915,590.257077638441,0.46213000000000004,0.042071
Ddi2,7308.8593428667,4743.28304188811,0.7135199999999999,2.1927e-5
D130043K22Rik,342.259510388368,165.340864095348,1.0728,0.0010434
Ndufc2,995.5980930022,762.312705126827,0.47794000000000003,0.020252
Phtf2,265.747535017115,155.694703036569,0.8501,3.5906e-5
Jund,1078.73951486821,771.480649881367,0.57209,0.013969
Ttc3,885.556599298947,500.815605616439,0.889,4.0954e-4
Notch4,173.649594096669,107.796063305247,0.74058,0.02873
Atg4d,556.892997092404,377.649899659977,0.64035,0.024398
Acta2,16.2571124188262,43.4290802386465,-0.9979000000000001,0.029268
Ndufb9,3770.78290585471,2715.77049824679,0.56734,5.7916e-4
Sec61b,544.668738672954,997.786983587276,-0.75544,7.131e-8
Gm13775,15.1937547480686,121.097748311551,-2.3239,1.6492e-8
Etfa,7147.11694537647,5405.35903700866,0.49624999999999997,0.0085318
Fgfrl1,667.280645652141,411.042059886831,0.7829699999999999,2.4557e-4
Cd52,56.7475995768947,98.5554052262352,-0.6372800000000001,0.027856
Myom1,108.20415606432,19.8414521053668,2.2282,4.589e-9
Crebbp,1421.98174010994,924.724735199112,0.71093,2.3719e-5
Cry2,1111.4438027242,335.054474638999,1.7870000000000001,8.9066e-24
Nubpl,252.783756525439,170.414593445846,0.64996,0.0095758
Tasp1,99.3863589107327,155.776964067067,-0.5197,0.010936
Prkaa1,398.33225890304,297.710871468586,0.50843,0.031085
9930104L06Rik,81.3811714157825,126.441809669299,-0.50565,0.022709
Sec11c,279.752537158157,413.756217562436,-0.44018,0.023447
Hdgf,3885.67611504188,2905.7306049264,0.50998,0.022681
Ctif,838.941669927905,586.803193471898,0.6087,4.5949e-4
Map3k14,150.852297342447,75.0357799152084,1.05578,5.5918e-5
RP23-117O11.4,20.9439877285908,6.98138798328353,1.2637,0.033194
Hcls1,108.800095870559,167.428910299739,-0.48708000000000007,0.042556
Cfl1,2294.36120651769,3298.89496104079,-0.4185,2.7927e-6
Tube1,6.18136922181522,27.3242196480492,-1.5467,6.4819e-4
Rplp2,3846.84455146424,2645.86417695611,0.63191,1.7639e-4
Cldn1,386.418024782134,1627.50755040826,-1.871,2.6662e-17
